Sex_Encoded,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Volume,Density,Rings
1,0.325,0.25,0.08,0.176,0.0595,0.0355,0.063,0.006806784082777885,9.255472075190221,7
2,0.375,0.3,0.1,0.2465,0.104,0.0475,0.083,0.011780972450961725,7.045258814201233,11
1,0.28,0.205,0.055,0.1135,0.045,0.0275,0.0335,0.0033060026691276593,10.13308316803008,7
2,0.355,0.265,0.085,0.201,0.069,0.053,0.0695,0.008373784318449694,8.299712215762813,8
2,0.35,0.255,0.08,0.1915,0.08,0.0385,0.063,0.007476990515543707,8.42584992839446,9
1,0.275,0.2,0.065,0.1035,0.0475,0.0205,0.03,0.0037437312455278374,8.013395736095429,7
1,0.29,0.205,0.07,0.0975,0.036,0.019,0.035,0.004357912609304642,8.031368028186476,8
1,0.25,0.19,0.06,0.0765,0.036,0.0115,0.0245,0.002984513020910303,8.20904443316092,6
2,0.555,0.455,0.16,1.0575,0.3925,0.228,0.293,0.04231096985854734,6.924918076317987,13
2,0.555,0.44,0.15,1.092,0.416,0.212,0.4405,0.03835884630033138,11.483661332019638,15
2,0.525,0.41,0.13,0.99,0.3865,0.243,0.295,0.029303205476358795,10.067158019213965,15
2,0.465,0.36,0.08,0.488,0.191,0.125,0.155,0.014024069605624837,11.052426603603843,11
0,0.49,0.36,0.11,0.5005,0.161,0.107,0.195,0.020319821283418776,9.596541095522449,17
2,0.4,0.305,0.085,0.297,0.108,0.0705,0.1,0.010859438605908718,9.208579156715256,10
0,0.48,0.375,0.105,0.525,0.2185,0.1195,0.155,0.019792033717615693,7.831433707696439,12
2,0.505,0.4,0.125,0.77,0.2735,0.159,0.255,0.026441738167714092,9.643844076459402,13
0,0.52,0.4,0.12,0.6515,0.261,0.2015,0.165,0.026138050877867077,6.3126359639814265,15
2,0.525,0.4,0.13,0.8295,0.2405,0.1825,0.275,0.028588493147667118,9.619254802257412,11
2,0.545,0.42,0.13,0.879,0.374,0.1695,0.23,0.03116145753095716,7.38091277571044,13
2,0.52,0.4,0.12,0.823,0.298,0.1805,0.265,0.026138050877867077,10.138475942151988,15
2,0.505,0.38,0.13,0.656,0.227,0.1785,0.22,0.02612443730970152,8.42123401135615,13
2,0.525,0.425,0.12,0.8665,0.2825,0.176,0.29,0.0280387144332889,10.34284224014558,18
2,0.51,0.39,0.125,0.6565,0.262,0.1835,0.175,0.02603594911662541,6.721475726354554,10
2,0.52,0.385,0.115,0.669,0.2385,0.172,0.205,0.02410962922119927,8.502826738610574,12
0,0.52,0.405,0.125,0.6435,0.2415,0.1735,0.21,0.027567475535250435,7.617672489868495,12
2,0.535,0.41,0.135,0.862,0.2855,0.1525,0.32,0.03100987568542145,10.319293222785808,14
2,0.445,0.345,0.09,0.3795,0.143,0.074,0.125,0.014469390364271188,8.638926509900415,10
2,0.53,0.44,0.205,0.835,0.32,0.2175,0.245,0.05006232613250455,4.893899643247419,14
0,0.36,0.265,0.09,0.2065,0.078,0.057,0.06,0.008991238174573988,6.673163232364584,8
0,0.535,0.42,0.15,0.7365,0.2785,0.186,0.215,0.03529579346308132,6.091377439209168,14
0,0.52,0.405,0.14,0.8175,0.2795,0.183,0.26,0.03087557259948049,8.420896459888642,17
2,0.53,0.415,0.13,0.8425,0.275,0.1945,0.265,0.029943043180139916,8.850135853117443,20
0,0.53,0.42,0.13,1.001,0.34,0.226,0.265,0.030303802736527146,8.744777092961282,17
0,0.66,0.52,0.2,1.676,0.673,0.4805,0.45,0.07187963991413447,6.2604654188245545,17
2,0.52,0.385,0.14,0.6595,0.2485,0.2035,0.16,0.029350852964938244,5.451289616391448,9
2,0.535,0.42,0.13,0.8055,0.301,0.181,0.28,0.030589687668003816,9.153411536557606,14
2,0.695,0.515,0.175,1.5165,0.578,0.4105,0.39,0.06559318211460738,5.945739898981793,15
0,0.51,0.39,0.105,0.612,0.187,0.15,0.195,0.021870197257965344,8.916243310470328,13
2,0.485,0.355,0.12,0.547,0.215,0.1615,0.14,0.021636148605272902,6.470652543303427,10
0,0.605,0.46,0.17,1.122,0.347,0.3045,0.315,0.049543963344662226,6.357989525558163,13
0,0.58,0.455,0.165,1.1365,0.369,0.3005,0.275,0.045598646570529054,6.030880753766402,13
2,0.65,0.515,0.175,1.4805,0.5295,0.272,0.525,0.06134614154603569,8.557995446315507,20
2,0.62,0.505,0.185,1.5275,0.69,0.368,0.35,0.06065734735673611,5.770117145769511,13
2,0.615,0.525,0.155,1.1375,0.367,0.236,0.37,0.052407655948103225,7.060037189344876,20
0,0.605,0.495,0.19,1.437,0.469,0.2655,0.41,0.0595858024624742,6.880833739852858,15
2,0.57,0.44,0.155,1.116,0.4775,0.2315,0.27,0.040708757605216535,6.632479492948256,13
2,0.57,0.43,0.12,1.0615,0.348,0.167,0.31,0.03080017437579433,10.064878082106805,15
2,0.585,0.405,0.15,1.2565,0.435,0.202,0.325,0.03721609197258808,8.732781513958594,15
0,0.55,0.44,0.155,0.946,0.313,0.1825,0.335,0.03928038014538438,8.528430701538513,16
0,0.54,0.44,0.135,0.959,0.2385,0.221,0.3,0.033589908652182074,8.931253821094012,17
2,0.64,0.51,0.19,1.613,0.6215,0.361,0.47,0.0649430033350082,7.237115252824188,14
0,0.61,0.47,0.145,1.153,0.403,0.296,0.32,0.04353357299956935,7.35064865921218,14
2,0.545,0.45,0.15,0.978,0.3365,0.1905,0.3,0.03852377991464484,7.787397827126377,11
0,0.59,0.445,0.13,1.1325,0.3825,0.234,0.32,0.03574242321866667,8.952946420064723,13
2,0.345,0.27,0.095,0.197,0.0665,0.05,0.07,0.009266912929926492,7.553756092165557,9
0,0.55,0.43,0.155,0.785,0.289,0.227,0.233,0.03838764423298928,6.069661336492388,11
0,0.53,0.425,0.17,0.949,0.3485,0.2395,0.278,0.040099812229195717,6.932700791990115,17
0,0.53,0.455,0.165,0.9805,0.3155,0.2815,0.2965,0.04166772876272482,7.115818615610348,11
1,0.485,0.375,0.14,0.521,0.2,0.123,0.17,0.02666426764734337,6.375573567156928,8
2,0.385,0.275,0.115,0.2685,0.0975,0.0825,0.085,0.012750284684288076,6.66651781546053,8
2,0.455,0.34,0.135,0.462,0.1675,0.158,0.12,0.021870197257965348,5.486918960289431,9
2,0.49,0.38,0.14,0.7605,0.245,0.167,0.185,0.02729834576459291,6.776967424888899,10
2,0.53,0.41,0.165,0.732,0.189,0.17,0.31,0.03754674459937841,8.256374908335784,11
2,0.505,0.385,0.145,0.6775,0.236,0.179,0.2,0.029522200664252783,6.774562718902313,15
2,0.49,0.38,0.14,0.6385,0.2305,0.142,0.195,0.02729834576459291,7.143289988396407,13
2,0.465,0.35,0.14,0.5755,0.2015,0.1505,0.19,0.023860396204014478,7.962985961148155,15
0,0.47,0.36,0.145,0.537,0.1725,0.1375,0.195,0.025691944721057323,7.5899275869209095,15
2,0.56,0.41,0.165,0.93,0.3505,0.237,0.3,0.039672032029531915,7.562002364201551,13
2,0.505,0.385,0.15,0.6415,0.246,0.152,0.215,0.030540207583709775,7.039899758725987,12
2,0.515,0.435,0.145,0.8815,0.292,0.206,0.255,0.03401677255398858,7.4963019961780715,10
1,0.385,0.28,0.125,0.244,0.102,0.038,0.085,0.014110987002374153,6.023675026112552,6
1,0.215,0.155,0.06,0.0525,0.021,0.0165,0.015,0.0020938715036175966,7.163763379980287,5
2,0.55,0.415,0.175,1.042,0.3295,0.2325,0.2905,0.0418289971856091,6.944942971282706,15
0,0.515,0.39,0.13,0.5755,0.1975,0.13,0.1845,0.027342851660518766,6.747650255748765,9
2,0.495,0.385,0.135,0.709,0.211,0.1375,0.262,0.026941905898104367,9.724627537149638,12
0,0.505,0.39,0.16,0.644,0.2475,0.2025,0.1635,0.03299928923330719,4.954652169749598,9
0,0.6,0.465,0.165,0.8875,0.309,0.246,0.262,0.04820773926933537,5.4348120026166935,12
0,0.57,0.465,0.16,0.8935,0.3145,0.2575,0.263,0.04440955375114531,5.922149127499785,10
0,0.485,0.375,0.135,0.556,0.1925,0.1315,0.1685,0.02571197237422396,6.553367339835813,10
2,0.47,0.37,0.18,0.51,0.1915,0.1285,0.1625,0.03277937774755589,4.957385135601496,9
2,0.575,0.45,0.165,0.9215,0.3275,0.225,0.256,0.04470879045139974,5.725943319318431,12
2,0.58,0.465,0.16,1.0345,0.315,0.26,0.3635,0.04518866872923558,8.044051976349271,12
2,0.515,0.405,0.145,0.695,0.215,0.1635,0.234,0.0316707882399204,7.388512032834334,15
2,0.53,0.41,0.155,0.7155,0.2805,0.1685,0.214,0.0352711843206282,6.0672757130767225,11
2,0.44,0.335,0.11,0.394,0.157,0.096,0.122,0.016979261095101634,7.185236113436993,9
2,0.52,0.42,0.16,0.745,0.255,0.157,0.2885,0.03659327122901391,7.883963097872906,11
0,0.425,0.345,0.11,0.3665,0.125,0.081,0.117,0.01688998750386212,6.927180968798609,11
2,0.46,0.34,0.135,0.495,0.1655,0.117,0.185,0.022110529095964965,8.367054410912372,10
2,0.45,0.335,0.125,0.349,0.119,0.1055,0.115,0.01973312885536089,5.827763090330098,10
2,0.425,0.33,0.13,0.4405,0.152,0.0935,0.155,0.019093029352191968,8.1181460071555,9
1,0.37,0.275,0.1,0.22,0.094,0.045,0.065,0.010655235083425384,6.100287745045619,7
2,0.515,0.38,0.135,0.6615,0.2875,0.2095,0.155,0.027666435703838515,5.60245640816301,10
2,0.405,0.305,0.12,0.3185,0.1235,0.0905,0.095,0.015522609301387167,6.120105077405407,7
1,0.28,0.205,0.07,0.1015,0.041,0.03,0.03,0.004207639760707931,7.129887943390033,6
0,0.48,0.4,0.125,0.759,0.2125,0.179,0.24,0.025132741228718343,9.549296585513721,15
0,0.44,0.34,0.13,0.4195,0.153,0.1155,0.13,0.020365897975671433,6.383219642723075,10
0,0.52,0.41,0.115,0.807,0.2855,0.179,0.235,0.025675189560238183,9.152804868242614,12
2,0.505,0.405,0.14,0.875,0.2665,0.174,0.285,0.02998493108218778,9.504774222052527,12
0,0.49,0.365,0.13,0.6835,0.165,0.1315,0.205,0.024347866664096492,8.41962882531693,21
1,0.235,0.175,0.055,0.067,0.027,0.0125,0.018,0.002368629961112804,7.59932969502059,6
1,0.255,0.185,0.06,0.088,0.0365,0.021,0.023,0.0029640926686619697,7.7595414755985015,5
1,0.315,0.24,0.085,0.1715,0.071,0.0345,0.0535,0.006729291463989336,7.950316951836043,7
1,0.325,0.25,0.08,0.1735,0.0765,0.0345,0.049,0.006806784082777885,7.198700502925728,7
1,0.335,0.25,0.08,0.183,0.0735,0.04,0.0575,0.007016223593017205,8.1952918457767,6
1,0.35,0.27,0.09,0.2055,0.075,0.0575,0.062,0.008906415172927062,6.961274406841278,6
1,0.35,0.25,0.07,0.18,0.0655,0.048,0.054,0.006414085001079161,8.418971683554954,6
1,0.36,0.3,0.085,0.27,0.1185,0.064,0.0745,0.009613273519984767,7.749701477350459,7
1,0.365,0.275,0.135,0.24,0.108,0.0445,0.0735,0.014190181317183397,5.179637832463509,7
1,0.37,0.275,0.14,0.2215,0.097,0.0455,0.0615,0.014917329116795537,4.1227219375857755,6
1,0.38,0.275,0.095,0.205,0.086,0.0585,0.0605,0.010396053689504223,5.819515924689802,7
1,0.385,0.29,0.095,0.312,0.143,0.0635,0.086,0.011107362626154511,7.742612075840197,6
1,0.385,0.3,0.1,0.2895,0.1215,0.063,0.09,0.012095131716320703,7.441010326374328,7
1,0.395,0.29,0.095,0.319,0.138,0.08,0.082,0.011395865551509173,7.1955920881446875,7
1,0.395,0.29,0.095,0.304,0.127,0.084,0.077,0.011395865551509173,6.756836473013913,6
1,0.4,0.31,0.1,0.306,0.13,0.06,0.094,0.012985249634837812,7.238982895470079,6
1,0.41,0.325,0.1,0.394,0.208,0.0655,0.106,0.013953907369694664,7.596438559583148,6
1,0.415,0.32,0.11,0.3735,0.175,0.0755,0.109,0.015297461827879898,7.125365059015578,7
2,0.415,0.305,0.1,0.325,0.156,0.0505,0.091,0.013254903004270936,6.8653840749101205,6
1,0.425,0.325,0.1,0.398,0.1185,0.0645,0.0945,0.014464416175903006,6.533274406016627,6
1,0.44,0.365,0.115,0.501,0.2435,0.084,0.1465,0.019340691573049962,7.574703285385024,9
1,0.445,0.335,0.1,0.4895,0.2745,0.086,0.1105,0.01561109749446328,7.078297988926823,7
1,0.445,0.325,0.1,0.378,0.1795,0.1,0.089,0.015145094584180794,5.876490206469982,7
1,0.45,0.35,0.13,0.547,0.245,0.1405,0.1405,0.021441369860750337,6.552752968325655,8
2,0.47,0.375,0.12,0.5805,0.266,0.0935,0.169,0.022148228207808034,7.630407200717823,8
1,0.475,0.365,0.125,0.5465,0.229,0.1185,0.172,0.022694734429838763,7.57885052727722,9
0,0.48,0.365,0.135,0.6395,0.2945,0.113,0.175,0.024768316480901924,7.065478194084649,8
1,0.485,0.355,0.105,0.498,0.2175,0.096,0.1525,0.01893163002961379,8.055302145745083,9
2,0.49,0.385,0.125,0.609,0.3065,0.096,0.1775,0.02469422725415477,7.187914737041868,8
0,0.495,0.41,0.125,0.7555,0.3355,0.129,0.214,0.026566092876918683,8.05538100734146,9
2,0.5,0.4,0.125,0.5975,0.27,0.1275,0.166,0.02617993877991494,6.340732932781111,9
2,0.505,0.44,0.14,0.8275,0.3415,0.1855,0.239,0.032576221422623765,7.336639719486238,8
2,0.525,0.395,0.13,0.7635,0.3375,0.1425,0.225,0.02823113698332128,7.969923426496359,8
2,0.54,0.405,0.125,0.891,0.4815,0.1915,0.202,0.028627763055836992,7.056087463278542,9
0,0.54,0.42,0.14,0.805,0.369,0.1725,0.21,0.03325061664559437,6.315672344916481,11
0,0.545,0.44,0.135,0.9185,0.429,0.2015,0.2375,0.03390092632488746,7.005708272509524,10
0,0.55,0.43,0.125,0.923,0.4035,0.175,0.283,0.03095777760724942,9.141483073827933,8
2,0.55,0.45,0.15,1.0145,0.407,0.2015,0.2875,0.03887720908817369,7.3950781638658425,10
0,0.55,0.45,0.15,0.875,0.362,0.1755,0.2765,0.03887720908817369,7.112136042813586,10
2,0.555,0.435,0.145,0.9685,0.4985,0.168,0.2385,0.036658851975657596,6.505932050419092,9
2,0.565,0.45,0.155,1.0595,0.4735,0.24,0.265,0.04126874649571892,6.42132418602756,10
2,0.57,0.455,0.15,0.952,0.3895,0.2155,0.2745,0.04073860273542564,6.738080875839641,9
2,0.57,0.435,0.13,0.7535,0.349,0.1755,0.194,0.03375484226649553,5.747323553413877,10
0,0.575,0.465,0.14,0.958,0.442,0.1815,0.2705,0.03919922233516665,6.9006471018004705,9
2,0.59,0.475,0.165,1.077,0.4545,0.244,0.3095,0.04842372376426967,6.391495241189407,9
2,0.59,0.46,0.13,1.102,0.455,0.2055,0.33,0.036947224001318356,8.931658843658319,12
0,0.595,0.48,0.15,1.11,0.498,0.228,0.33,0.04486194309326224,7.355900731138021,10
0,0.595,0.48,0.16,1.2095,0.5225,0.296,0.32,0.047852739299479724,6.687182482852746,8
0,0.595,0.475,0.16,1.1405,0.547,0.231,0.271,0.04735427326511014,5.722820377430825,6
0,0.595,0.465,0.14,1.113,0.5175,0.244,0.305,0.04056267354682461,7.519228229567143,12
2,0.6,0.475,0.175,1.3445,0.549,0.2875,0.36,0.052228977865930296,6.892725354957274,11
0,0.6,0.475,0.155,1.21,0.653,0.1695,0.3205,0.04625995182410969,6.928238948856023,10
2,0.6,0.495,0.175,1.29,0.606,0.276,0.3445,0.05442809272344315,6.3294519936690286,11
0,0.605,0.475,0.175,1.382,0.609,0.2325,0.3985,0.052664219348146385,7.566807311158329,10
2,0.605,0.455,0.16,1.1035,0.421,0.3015,0.325,0.04612276894490295,7.046411293915083,9
0,0.615,0.5,0.175,1.377,0.5585,0.33,0.292,0.0563523182237669,5.181685673347284,12
0,0.615,0.52,0.15,1.3435,0.629,0.2605,0.345,0.05023406653090078,6.867849326667154,10
2,0.615,0.51,0.15,1.296,0.545,0.3315,0.32,0.049268026789921926,6.495084557871069,9
2,0.615,0.505,0.165,1.34,0.5315,0.2815,0.41,0.05366350761137574,7.640201288539831,12
0,0.62,0.505,0.16,1.3725,0.6285,0.275,0.3685,0.05246040852474475,7.024344841428071,11
2,0.62,0.5,0.165,1.307,0.6355,0.2545,0.315,0.05356415474370597,5.880798483747453,9
0,0.625,0.49,0.155,1.2085,0.465,0.162,0.411,0.04970915875836349,8.26809405481741,11
0,0.625,0.49,0.2,1.3825,0.5895,0.285,0.381,0.0641408500107916,5.940052243397107,11
2,0.63,0.505,0.165,1.26,0.4525,0.2755,0.406,0.05497237365067759,7.385527912255171,14
2,0.635,0.51,0.17,1.3555,0.619,0.305,0.39,0.057652937582353084,6.764616277235016,9
0,0.635,0.5,0.15,1.376,0.6495,0.361,0.31,0.04987278337573796,6.2158151002818975,10
0,0.635,0.485,0.165,1.2945,0.668,0.2605,0.2715,0.0532142598619124,5.102015901461848,9
0,0.64,0.51,0.165,1.486,0.7595,0.332,0.321,0.05639787131724397,5.691704181428075,8
2,0.65,0.525,0.175,1.4715,0.675,0.315,0.399,0.06253732876052182,6.380189367024553,11
2,0.655,0.52,0.165,1.4095,0.586,0.291,0.405,0.058851455179697594,6.881732979471266,9
2,0.655,0.58,0.205,2.0805,0.959,0.3415,0.601,0.08155522168841542,7.369239977007745,17
2,0.66,0.53,0.17,1.3905,0.5905,0.212,0.453,0.062272649579456885,7.274461630574976,15
2,0.66,0.52,0.19,1.558,0.755,0.298,0.4,0.06828565791842774,5.857745421122391,10
0,0.67,0.585,0.16,1.309,0.5445,0.2945,0.413,0.06567185283064103,6.288843426803748,10
0,0.675,0.525,0.17,1.8095,0.784,0.391,0.455,0.06308710747490004,7.212250144469331,12
0,0.675,0.525,0.155,1.4785,0.628,0.3405,0.42,0.05752059799182062,7.301732156187313,9
0,0.68,0.56,0.195,1.7775,0.861,0.322,0.415,0.07776070136165457,5.336886019969017,11
0,0.685,0.54,0.16,1.6675,0.833,0.3775,0.475,0.061977339870019445,7.664091440455219,11
0,0.695,0.56,0.22,1.834,0.8455,0.422,0.455,0.08966524312365748,5.074430003747481,11
1,0.24,0.175,0.055,0.0705,0.025,0.014,0.021,0.00241902634326414,8.681178714103385,5
1,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,0.002858849314766711,5.946448423213674,3
1,0.255,0.19,0.05,0.083,0.0295,0.0215,0.027,0.0025368360677737577,10.643178856919318,6
1,0.255,0.18,0.055,0.083,0.031,0.0215,0.02,0.0026436502179958106,7.56529735433846,4
1,0.265,0.195,0.06,0.092,0.0345,0.025,0.0245,0.0032468360074850515,7.5458076550584146,6
1,0.295,0.23,0.08,0.1625,0.065,0.05,0.0385,0.005684188307895132,6.7731746231075585,5
1,0.3,0.235,0.08,0.131,0.05,0.0265,0.043,0.00590619418874881,7.280492077607979,4
1,0.3,0.23,0.095,0.1385,0.056,0.0365,0.037,0.006864379948093697,5.390144525766708,6
1,0.305,0.22,0.07,0.141,0.062,0.031,0.037,0.004918686897970419,7.522332843602463,5
1,0.315,0.235,0.075,0.1485,0.0585,0.0375,0.0425,0.00581390990454961,7.310054799222483,6
1,0.315,0.23,0.07,0.144,0.053,0.0305,0.04,0.005310862380893545,7.531733479651954,8
1,0.32,0.24,0.09,0.1575,0.07,0.0265,0.0425,0.0072382294738708814,5.871601633164544,5
1,0.325,0.24,0.075,0.187,0.0825,0.0445,0.05,0.006126105674500096,8.161791953430532,6
1,0.33,0.265,0.085,0.196,0.0775,0.0305,0.0445,0.007784081197432111,5.71679545360859,6
1,0.335,0.25,0.075,0.1825,0.0705,0.044,0.055,0.006577709618453629,8.361573129604055,7
1,0.335,0.25,0.075,0.186,0.0945,0.038,0.0445,0.006577709618453629,6.765272804861462,7
1,0.34,0.25,0.075,0.1785,0.0665,0.0455,0.045,0.006675884388878311,6.740679942715567,5
1,0.34,0.25,0.07,0.2225,0.104,0.0425,0.055,0.006230825429619757,8.827080877365622,7
1,0.345,0.265,0.1,0.2455,0.111,0.0535,0.065,0.009574003611814895,6.78921824510136,7
1,0.37,0.29,0.095,0.249,0.1045,0.058,0.067,0.010674608238122517,6.276576948343743,6
1,0.37,0.28,0.095,0.2865,0.1505,0.069,0.0795,0.010306518298876915,7.713565114289176,7
1,0.375,0.28,0.09,0.215,0.084,0.06,0.055,0.00989601685880785,5.557791663526503,6
1,0.385,0.265,0.08,0.251,0.124,0.037,0.07,0.00854722641286663,8.189791239720174,6
1,0.41,0.31,0.09,0.339,0.155,0.0695,0.09,0.01197889278813788,7.513215252174446,7
1,0.41,0.305,0.09,0.3535,0.157,0.0745,0.1,0.011785684839942105,8.484869683694278,7
1,0.41,0.31,0.09,0.3335,0.1635,0.061,0.091,0.01197889278813788,7.596695421643052,6
1,0.415,0.33,0.09,0.3595,0.17,0.081,0.09,0.012907233417273662,6.972834308516774,6
1,0.42,0.32,0.115,0.376,0.169,0.092,0.1,0.01618548535129461,6.1783751200269945,5
1,0.42,0.315,0.1,0.3435,0.157,0.0795,0.09,0.013854423602330988,6.496120126199809,6
1,0.425,0.34,0.1,0.382,0.164,0.096,0.1,0.015132004614790837,6.60850974776036,6
1,0.425,0.315,0.1,0.377,0.1645,0.072,0.105,0.014019357216644452,7.489644380795075,6
1,0.43,0.325,0.1,0.3645,0.1575,0.0825,0.105,0.014634585777972454,7.174784554411024,7
1,0.43,0.325,0.09,0.425,0.217,0.087,0.095,0.013171127200175207,7.2127463774502365,7
1,0.435,0.325,0.12,0.3995,0.1815,0.061,0.1125,0.01776570645605028,6.332424791454722,8
1,0.435,0.34,0.115,0.3925,0.1825,0.078,0.1145,0.017811259549527336,6.428517853081229,6
1,0.44,0.345,0.13,0.4495,0.209,0.0835,0.134,0.020665396475313656,6.4842694965989605,6
1,0.44,0.325,0.09,0.35,0.148,0.067,0.105,0.013477432483900213,7.7908014100927785,7
0,0.445,0.335,0.11,0.4355,0.2025,0.1095,0.1195,0.01717220724390961,6.958919043000866,6
1,0.445,0.35,0.13,0.4195,0.1695,0.0945,0.1195,0.02120313241785311,5.635959708452351,7
1,0.45,0.36,0.13,0.478,0.191,0.127,0.137,0.022053980428200348,6.212030542333237,7
1,0.45,0.355,0.105,0.4445,0.197,0.093,0.1335,0.01756542992438393,7.600155565488229,8
1,0.45,0.345,0.11,0.47,0.2355,0.0855,0.1135,0.017883516180559896,6.346626628346113,7
1,0.45,0.335,0.105,0.447,0.2335,0.153,0.119,0.016575828238503145,7.179128444609542,7
1,0.455,0.355,0.125,0.5325,0.225,0.126,0.1465,0.021143573057128804,6.928819438614505,7
1,0.455,0.375,0.12,0.497,0.2355,0.1055,0.1295,0.021441369860750337,6.039726045538593,6
1,0.46,0.36,0.1,0.4635,0.2325,0.093,0.115,0.017341591447815656,6.631455962162307,7
1,0.46,0.345,0.105,0.449,0.196,0.0945,0.1265,0.017449976394364502,7.249293474165007,7
1,0.465,0.365,0.115,0.467,0.2315,0.0925,0.113,0.02043959450333689,5.528485410097154,7
1,0.465,0.37,0.115,0.534,0.261,0.098,0.143,0.020719588948588084,6.901681319780457,7
1,0.465,0.345,0.11,0.4415,0.1755,0.0905,0.12,0.018479633386578556,6.493635316767374,7
0,0.465,0.35,0.125,0.482,0.23,0.106,0.1095,0.02130392518215578,5.139897885658999,6
2,0.47,0.365,0.12,0.612,0.327,0.15,0.14,0.021557608788933154,6.494226765626744,8
0,0.47,0.365,0.12,0.582,0.29,0.092,0.146,0.021557608788933154,6.772550769867888,8
2,0.475,0.37,0.125,0.537,0.222,0.1215,0.15,0.02300562120285025,6.520145606040664,9
0,0.475,0.36,0.12,0.5915,0.3245,0.11,0.127,0.02148849375055418,5.91013969961132,6
2,0.48,0.375,0.115,0.6765,0.3205,0.1065,0.17,0.021676989309769572,7.842417485687597,6
2,0.48,0.385,0.145,0.64,0.2925,0.1405,0.1575,0.028060705581864027,5.61283106515305,6
2,0.48,0.36,0.1,0.439,0.194,0.099,0.115,0.018095573684677204,6.3551452970722115,8
2,0.48,0.365,0.12,0.6015,0.312,0.117,0.14,0.022016281316357265,6.358930374676186,7
0,0.485,0.37,0.115,0.4785,0.1995,0.0955,0.129,0.021610754064656384,5.969250291500698,7
2,0.49,0.385,0.125,0.649,0.32,0.124,0.1695,0.02469422725415477,6.863952382696319,8
2,0.495,0.395,0.135,0.6335,0.3035,0.1295,0.1495,0.027641695661691494,5.408495984824527,8
2,0.495,0.4,0.135,0.61,0.272,0.1435,0.144,0.027991590543485056,5.144402200950152,7
2,0.5,0.39,0.135,0.6595,0.3145,0.1535,0.1565,0.027567475535250435,5.676979736497236,6
1,0.5,0.385,0.12,0.56,0.2835,0.103,0.135,0.024190263432641405,5.580757744780747,8
2,0.5,0.385,0.135,0.6425,0.3195,0.129,0.1535,0.027214046361721582,5.640469556041775,7
2,0.5,0.4,0.125,0.6725,0.336,0.12,0.1825,0.02617993877991494,6.970986507425016,7
0,0.505,0.39,0.13,0.674,0.3165,0.141,0.1785,0.02681192250206209,6.657486048837851,9
1,0.505,0.39,0.15,0.685,0.362,0.131,0.156,0.030936833656225484,5.042532850436289,8
2,0.505,0.41,0.125,0.642,0.289,0.133,0.155,0.027102781621906942,5.7189701840314004,9
1,0.505,0.355,0.125,0.601,0.25,0.1205,0.185,0.023467042623846253,7.883396428146874,8
2,0.51,0.39,0.135,0.769,0.3935,0.1455,0.19,0.028118825045955444,6.75703908998606,8
1,0.51,0.375,0.1,0.5785,0.238,0.1225,0.175,0.02002765316663493,8.73791844426092,7
1,0.51,0.405,0.135,0.769,0.3655,0.1585,0.18,0.029200318316953734,6.164316362794299,7
2,0.51,0.405,0.15,0.7035,0.347,0.134,0.1885,0.03244479812994859,5.809868171933628,8
2,0.51,0.41,0.145,0.796,0.3865,0.1815,0.1955,0.031750506153505234,6.157382154942967,8
0,0.515,0.43,0.14,0.834,0.367,0.2,0.23,0.03246626567974812,7.084276407664277,8
2,0.515,0.39,0.155,0.7125,0.3695,0.137,0.155,0.03260109236446468,4.7544419146197265,7
0,0.525,0.415,0.14,0.724,0.3475,0.173,0.175,0.031942143305374225,5.478655528120321,8
2,0.525,0.4,0.14,0.7325,0.334,0.1575,0.17,0.030787608005179976,5.521702107269839,11
0,0.53,0.425,0.13,0.7585,0.325,0.197,0.205,0.030664562292914373,6.685241355862076,8
0,0.53,0.425,0.15,0.8495,0.328,0.232,0.202,0.03538218726105504,5.7090874147947375,8
2,0.53,0.405,0.125,0.6515,0.2715,0.1605,0.186,0.028097619295543715,6.619777926505667,7
0,0.535,0.4,0.135,0.8215,0.3935,0.196,0.205,0.030253537254069714,6.776067151368336,8
2,0.535,0.43,0.14,0.7165,0.2855,0.1595,0.2155,0.03372709153138883,6.389522197591226,8
2,0.535,0.435,0.14,0.874,0.3735,0.229,0.2195,0.03411926701431195,6.433315226494365,8
0,0.55,0.445,0.155,0.9905,0.544,0.178,0.218,0.03972674810158194,5.487486653641282,9
0,0.55,0.43,0.14,0.8105,0.368,0.161,0.275,0.03467271092011935,7.931309456406745,9
0,0.56,0.455,0.16,0.967,0.4525,0.207,0.274,0.0426921497671829,6.41804175929837,9
0,0.565,0.4,0.13,0.6975,0.3075,0.1665,0.18,0.03076666405415604,5.850488037414805,8
2,0.57,0.45,0.155,1.195,0.5625,0.2565,0.295,0.041633956641698736,7.085562454194925,10
2,0.57,0.45,0.155,1.1935,0.513,0.21,0.343,0.041633956641698736,8.23846753148766,10
0,0.57,0.455,0.15,1.107,0.54,0.255,0.27,0.04073860273542564,6.627620533612762,8
2,0.57,0.445,0.14,1.0635,0.5265,0.2195,0.24,0.037187032240542386,6.453862691907557,8
2,0.57,0.46,0.17,0.9035,0.4075,0.1935,0.214,0.04667778364703715,4.584622132408884,7
2,0.575,0.475,0.16,1.114,0.4955,0.2745,0.29,0.04576253298729132,6.3370618073203175,9
